"","PN38067GM"
Feb18,5.13420202695178
Mar18,5.49819211987923
Abr18,6.018535612746
May18,5.72541525797442
Jun18,5.34252636236266
Jul18,5.02482986941328
Ago18,4.65558890271576
Sep18,4.6241931366471
Oct18,4.34639326254119
Nov18,4.41300135278418
Dic18,4.28894729157541
Ene19,4.97574599441423
Feb19,5.43167736430082
Mar19,6.03156917363046
Abr19,5.20629047178538
May19,5.14239636403621
Jun19,5.20178388653312
Jul19,5.31327227794738
Ago19,5.09544840675986
Sep19,4.60295408014039
Oct19,5.0200656694637
Nov19,4.96580325960419
Dic19,4.62108551914554
Ene20,4.66059874986292
Feb20,5.1345556705604
Mar20,6.24832085971982
Abr20,8.190893596299
May20,13.0901149720599
Jun20,16.2773275216236
Jul20,15.2321949720956
Ago20,14.200662446019
Sep20,14.5
Oct20,14.813489222938
Nov20,14.5
Dic20,12.0614704087859
Ene21,11.0980332599286
Feb21,12.7909701609124
Mar21,13.7469731253225
Abr21,13.7463387232677
May21,10.2365912033586
Jun21,8.4706977465772
Jul21,7.47969357508564
Ago21,8.00477437240103
Sep21,8.42253628433202
Oct21,8.1836402828726
Nov21,7.94471288908866
Dic21,6.73793570729504
Ene22,7.87998181542658
Feb22,8.34405996819869
Mar22,9.05945620698733
Abr22,7.46812386156649
May22,6.03282566908176
Jun22,5.21239102207383
Jul22,5.39048606994665
Ago22,5.9238102303498
Sep22,6.25230814683508
Oct22,5.59453471196455
Nov22,5.73318229985017
Dic22,5.29544956540793
Ene23,5.83319117374548
Feb23,5.70512031849938
Mar23,5.88198329083573
Abr23,5.87148383038641
May23,5.61973357257569
Jun23,5.59733109387172
Jul23,5.3
Ago23,5.73011617405353
Sep23,5.84531632699898
Oct23,5.82368199919623
Nov23,5.32166079407171
Dic23,4.93961484060494
Ene24,5.55240196723485
Feb24,5.84889185017885
Mar24,6.21120267179729
Abr24,6.26561942163513
